sector,region,lista
SAB,SAB,SAB8651
SAB,SAB,SAB1498
SAB,SAB,SAB4193
SAB,SAB,SAB5254
SAB,SAB,SAB1389
SAB,SAB,SAB4787
SAB,SAB,SAB2172
SAB,SAB,SAB616
SAB,SAB,SAB4699
SAB,SAB,SAB4817
SAB,SAB,SAB6261
SAB,SAB,SAB2925
SAB,SAB,SAB884
SAB,SAB,SAB3946
SAB,SAB,SAB5303
SAB,SAB,SAB6888
SAB,SAB,SAB7071
SAB,SAB,SAB2402
SAB,SAB,SAB985
SAB,SAB,SAB8731
SAB,SAB,SAB1620
SAB,SAB,SAB3000
SAB,SAB,SAB3060
SAB,SAB,SAB3809
SAB,SAB,SAB5659
SAB,SAB,SAB9445
SAB,SAB,SAB7296
SAB,SAB,SAB281
SAB,SAB,SAB2923
SAB,SAB,SAB8226
SAB,SAB,SAB9839
SAB,SAB,SAB3680
SAB,SAB,SAB5912
SAB,SAB,SAB3033
SAB,SAB,SAB7723
SAB,SAB,SAB1533
SAB,SAB,SAB5006
SAB,SAB,SAB3585
SAB,SAB,SAB941
SAB,SAB,SAB596
SAB,SAB,SAB6988
SAB,SAB,SAB1681
SAB,SAB,SAB5105
SAB,SAB,SAB5342
SAB,SAB,SAB4473
SAB,SAB,SAB7265
SAB,SAB,SAB8510
SAB,SAB,SAB1720
SAB,SAB,SAB1235
SAB,SAB,SAB3307
SAB,SAB,SAB327
SAB,SAB,SAB6959
SAB,SAB,SAB2458
SAB,SAB,SAB9915
SAB,SAB,SAB6332
SAB,SAB,SAB1651
SAB,SAB,SAB3281
SAB,SAB,SAB1798
SAB,SAB,SAB720
SAB,SAB,SAB8260
SAB,SAB,SAB4494
SAB,SAB,SAB7367
SAB,SAB,SAB8390
SAB,SAB,SAB7366
SAB,SAB,SAB2860
SAB,SAB,SAB7242
SAB,SAB,SAB1454
SAB,SAB,SAB386
SAB,SAB,SAB2692
SAB,SAB,SAB6223
SAB,SAB,SAB8284
SAB,SAB,SAB2931
SAB,SAB,SAB2942
SAB,SAB,SAB669
SAB,SAB,SAB4394
SAB,SAB,SAB3218
SAB,SAB,SAB6288
SAB,SAB,SAB8694
SAB,SAB,SAB91
SAB,SAB,SAB8172
SAB,SAB,SAB2795
SAB,SAB,SAB4304
SAB,SAB,SAB4562
SAB,SAB,SAB5215
SAB,SAB,SAB4816
SAB,SAB,SAB3931
SAB,SAB,SAB2303
SAB,SAB,SAB9282
SAB,SAB,SAB9382
SAB,SAB,SAB2377
SAB,SAB,SAB1843
SAB,SAB,SAB4296
SAB,SAB,SAB5250
SAB,SAB,SAB9344
SAB,SAB,SAB3389
SAB,SAB,SAB4770
SAB,SAB,SAB9385
SAB,SAB,SAB2158
SAB,SAB,SAB5274
SAB,SAB,SAB2089
SAB,SAB,SAB1068
SAB,SAB,SAB8910
SAB,SAB,SAB5853
SAB,SAB,SAB449
SAB,SAB,SAB1167
SAB,SAB,SAB9049
SAB,SAB,SAB4857
SAB,SAB,SAB2169
SAB,SAB,SAB1036
SAB,SAB,SAB4015
SAB,SAB,SAB1562
SAB,SAB,SAB5539
SAB,SAB,SAB2478
SAB,SAB,SAB6031
SAB,SAB,SAB836
SAB,SAB,SAB106
SAB,SAB,SAB8028
SAB,SAB,SAB742
SAB,SAB,SAB4373
SAB,SAB,SAB627
SAB,SAB,SAB3290
SAB,SAB,SAB1455
SAB,SAB,SAB8425
SAB,SAB,SAB1257
SAB,SAB,SAB2773
SAB,SAB,SAB590
SAB,SAB,SAB6094
SAB,SAB,SAB8942
SAB,SAB,SAB3297
SAB,SAB,SAB5798
SAB,SAB,SAB9923
SAB,SAB,SAB2904
SAB,SAB,SAB130
SAB,SAB,SAB4445
SAB,SAB,SAB6634
SAB,SAB,SAB1033
SAB,SAB,SAB9213
SAB,SAB,SAB3226
SAB,SAB,SAB878
SAB,SAB,SAB7051
SAB,SAB,SAB8268
SAB,SAB,SAB9837
SAB,SAB,SAB5781
SAB,SAB,SAB484
SAB,SAB,SAB9707
SAB,SAB,SAB7031
SAB,SAB,SAB2543
SAB,SAB,SAB4141
SAB,SAB,SAB9500
SAB,SAB,SAB9216
SAB,SAB,SAB8795
SAB,SAB,SAB2978
SAB,SAB,SAB8163
SAB,SAB,SAB9055
SAB,SAB,SAB6476
SAB,SAB,SAB8368
SAB,SAB,SAB3679
SAB,SAB,SAB2197
SAB,SAB,SAB6413
SAB,SAB,SAB3200
SAB,SAB,SAB1008
SAB,SAB,SAB9734
SAB,SAB,SAB9809
SAB,SAB,SAB5306
SAB,SAB,SAB144
SAB,SAB,SAB5549
SAB,SAB,SAB4590
SAB,SAB,SAB3286
SAB,SAB,SAB8962
SAB,SAB,SAB8655
SAB,SAB,SAB8443
SAB,SAB,SAB7725
SAB,SAB,SAB9752
SAB,SAB,SAB7602
SAB,SAB,SAB1728
SAB,SAB,SAB4327
SAB,SAB,SAB5922
SAB,SAB,SAB5100
SAB,SAB,SAB1258
SAB,SAB,SAB5106
SAB,SAB,SAB313
SAB,SAB,SAB5953
SAB,SAB,SAB4593
SAB,SAB,SAB227
SAB,SAB,SAB7234
SAB,SAB,SAB4077
SAB,SAB,SAB5144
SAB,SAB,SAB3694
SAB,SAB,SAB451
SAB,SAB,SAB9753
SAB,SAB,SAB863
SAB,SAB,SAB7889
SAB,SAB,SAB4636
SAB,SAB,SAB4959
SAB,SAB,SAB6482
SAB,SAB,SAB5280
SAB,SAB,SAB3894
SAB,SAB,SAB6273
SAB,SAB,SAB1666
SAB,SAB,SAB7223
SAB,SAB,SAB4627
SAB,SAB,SAB6568
SAB,SAB,SAB569
SAB,SAB,SAB1044
SAB,SAB,SAB23
SAB,SAB,SAB1382
SAB,SAB,SAB5955
SAB,SAB,SAB9541
SAB,SAB,SAB8880
SAB,SAB,SAB4215
SAB,SAB,SAB2540
SAB,SAB,SAB5620
SAB,SAB,SAB5575
SAB,SAB,SAB6486
SAB,SAB,SAB9481
SAB,SAB,SAB8375
SAB,SAB,SAB8185
SAB,SAB,SAB5442
SAB,SAB,SAB8134
SAB,SAB,SAB7952
SAB,SAB,SAB1198
SAB,SAB,SAB8888
SAB,SAB,SAB4597
SAB,SAB,SAB9498
SAB,SAB,SAB6781
SAB,SAB,SAB3722
SAB,SAB,SAB7741
SAB,SAB,SAB8620
SAB,SAB,SAB4880
SAB,SAB,SAB9223
SAB,SAB,SAB2087
SAB,SAB,SAB4643
SAB,SAB,SAB7767
SAB,SAB,SAB8193
SAB,SAB,SAB3749
SAB,SAB,SAB6321
SAB,SAB,SAB7840
SAB,SAB,SAB4743
SAB,SAB,SAB7489
SAB,SAB,SAB1788
SAB,SAB,SAB5868
SAB,SAB,SAB9110
SAB,SAB,SAB7278
SAB,SAB,SAB9406
SAB,SAB,SAB2971
SAB,SAB,SAB2977
SAB,SAB,SAB1780
SAB,SAB,SAB3704
SAB,SAB,SAB8306
SAB,SAB,SAB3361
SAB,SAB,SAB8494
SAB,SAB,SAB3275
SAB,SAB,SAB182
SAB,SAB,SAB1550
SAB,SAB,SAB8858
SAB,SAB,SAB7039
SAB,SAB,SAB6050
SAB,SAB,SAB2483
SAB,SAB,SAB2756
SAB,SAB,SAB2506
SAB,SAB,SAB2139
SAB,SAB,SAB582
SAB,SAB,SAB8063
SAB,SAB,SAB8789
SAB,SAB,SAB5569
SAB,SAB,SAB9755
SAB,SAB,SAB100
SAB,SAB,SAB3429
SAB,SAB,SAB9663
SAB,SAB,SAB4456
SAB,SAB,SAB6702
SAB,SAB,SAB9891
SAB,SAB,SAB700
SAB,SAB,SAB5389
SAB,SAB,SAB666
SAB,SAB,SAB4649
SAB,SAB,SAB8098
SAB,SAB,SAB1349
SAB,SAB,SAB4183
SAB,SAB,SAB6721
SAB,SAB,SAB4257
SAB,SAB,SAB1407
SAB,SAB,SAB4543
SAB,SAB,SAB3244
SAB,SAB,SAB6544
SAB,SAB,SAB2120
SAB,SAB,SAB8093
SAB,SAB,SAB2007
SAB,SAB,SAB5538
SAB,SAB,SAB1290
SAB,SAB,SAB9347
SAB,SAB,SAB8112
SAB,SAB,SAB2761
SAB,SAB,SAB456
SAB,SAB,SAB4611
SAB,SAB,SAB1037
SAB,SAB,SAB4231
SAB,SAB,SAB5407
SAB,SAB,SAB2815
SAB,SAB,SAB2352
SAB,SAB,SAB5875
SAB,SAB,SAB6512
SAB,SAB,SAB8718
SAB,SAB,SAB1923
SAB,SAB,SAB6948
SAB,SAB,SAB9786
SAB,SAB,SAB5624
SAB,SAB,SAB921
SAB,SAB,SAB6528
SAB,SAB,SAB7047
SAB,SAB,SAB7231
SAB,SAB,SAB8747
SAB,SAB,SAB208
SAB,SAB,SAB919
SAB,SAB,SAB7583
SAB,SAB,SAB996
SAB,SAB,SAB1896
SAB,SAB,SAB7854
SAB,SAB,SAB3014
SAB,SAB,SAB9433
SAB,SAB,SAB6620
SAB,SAB,SAB8786
SAB,SAB,SAB1335
SAB,SAB,SAB9697
SAB,SAB,SAB951
SAB,SAB,SAB8750
SAB,SAB,SAB4860
SAB,SAB,SAB3539
SAB,SAB,SAB4835
SAB,SAB,SAB61
SAB,SAB,SAB8423
SAB,SAB,SAB3428
SAB,SAB,SAB9726
SAB,SAB,SAB1142
SAB,SAB,SAB983
SAB,SAB,SAB2716
SAB,SAB,SAB2625
SAB,SAB,SAB4066
SAB,SAB,SAB1157
SAB,SAB,SAB5834
SAB,SAB,SAB7836
SAB,SAB,SAB2428
SAB,SAB,SAB4369
SAB,SAB,SAB4706
SAB,SAB,SAB4837
SAB,SAB,SAB8460
SAB,SAB,SAB3976
SAB,SAB,SAB8742
SAB,SAB,SAB5052
SAB,SAB,SAB5650
SAB,SAB,SAB6759
SAB,SAB,SAB9177
SAB,SAB,SAB7702
SAB,SAB,SAB8594
SAB,SAB,SAB1320
SAB,SAB,SAB2481
SAB,SAB,SAB5363
SAB,SAB,SAB2932
SAB,SAB,SAB7224
SAB,SAB,SAB7812
SAB,SAB,SAB6903
SAB,SAB,SAB6812
SAB,SAB,SAB1668
SAB,SAB,SAB953
SAB,SAB,SAB7334
SAB,SAB,SAB6899
SAB,SAB,SAB3810
SAB,SAB,SAB6058
SAB,SAB,SAB9617
SAB,SAB,SAB580
SAB,SAB,SAB4511
SAB,SAB,SAB1663
SAB,SAB,SAB4716
SAB,SAB,SAB5701
SAB,SAB,SAB67
SAB,SAB,SAB4230
SAB,SAB,SAB5188
SAB,SAB,SAB727
SAB,SAB,SAB7388
SAB,SAB,SAB2000
SAB,SAB,SAB6242
SAB,SAB,SAB5754
SAB,SAB,SAB1912
SAB,SAB,SAB5151
SAB,SAB,SAB2610
SAB,SAB,SAB9316
SAB,SAB,SAB6046
SAB,SAB,SAB2536
SAB,SAB,SAB6564
SAB,SAB,SAB8975
SAB,SAB,SAB6054
SAB,SAB,SAB3697
SAB,SAB,SAB9684
SAB,SAB,SAB6397
SAB,SAB,SAB9979
SAB,SAB,SAB9566
SAB,SAB,SAB3035
SAB,SAB,SAB9011
SAB,SAB,SAB6246
SAB,SAB,SAB2645
SAB,SAB,SAB9451
SAB,SAB,SAB7715
SAB,SAB,SAB65
SAB,SAB,SAB72
SAB,SAB,SAB7255
SAB,SAB,SAB7330
SAB,SAB,SAB6245
SAB,SAB,SAB2928
SAB,SAB,SAB6320
SAB,SAB,SAB3166
SAB,SAB,SAB8568
SAB,SAB,SAB2618
SAB,SAB,SAB9165
SAB,SAB,SAB4295
SAB,SAB,SAB2026
SAB,SAB,SAB1738
SAB,SAB,SAB1014
SAB,SAB,SAB4267
SAB,SAB,SAB8465
SAB,SAB,SAB2177
SAB,SAB,SAB4650
SAB,SAB,SAB5444
SAB,SAB,SAB2315
SAB,SAB,SAB503
SAB,SAB,SAB3672
SAB,SAB,SAB5287
SAB,SAB,SAB6585
SAB,SAB,SAB4789
SAB,SAB,SAB9054
SAB,SAB,SAB6889
SAB,SAB,SAB5671
SAB,SAB,SAB3125
SAB,SAB,SAB9014
SAB,SAB,SAB7839
SAB,SAB,SAB6250
SAB,SAB,SAB7468
SAB,SAB,SAB2170
SAB,SAB,SAB2783
SAB,SAB,SAB4118
SAB,SAB,SAB3601
SAB,SAB,SAB3118
SAB,SAB,SAB1219
SAB,SAB,SAB230
SAB,SAB,SAB9689
SAB,SAB,SAB2143
SAB,SAB,SAB1042
SAB,SAB,SAB5887
SAB,SAB,SAB9870
SAB,SAB,SAB3981
SAB,SAB,SAB6514
SAB,SAB,SAB8220
SAB,SAB,SAB6426
SAB,SAB,SAB7742
SAB,SAB,SAB9438
SAB,SAB,SAB787
SAB,SAB,SAB2718
SAB,SAB,SAB6386
SAB,SAB,SAB2762
SAB,SAB,SAB4140
SAB,SAB,SAB1853
SAB,SAB,SAB3547
SAB,SAB,SAB6130
SAB,SAB,SAB5535
SAB,SAB,SAB1020
SAB,SAB,SAB1324
SAB,SAB,SAB7858
SAB,SAB,SAB3183
SAB,SAB,SAB5967
SAB,SAB,SAB8162
SAB,SAB,SAB3566
SAB,SAB,SAB2487
SAB,SAB,SAB4390
SAB,SAB,SAB5980
SAB,SAB,SAB268
SAB,SAB,SAB6330
SAB,SAB,SAB817
SAB,SAB,SAB4249
SAB,SAB,SAB7319
SAB,SAB,SAB1907
SAB,SAB,SAB2633
SAB,SAB,SAB4710
SAB,SAB,SAB7044
SAB,SAB,SAB4058
SAB,SAB,SAB460
SAB,SAB,SAB7331
SAB,SAB,SAB8049
SAB,SAB,SAB6696
SAB,SAB,SAB5874
SAB,SAB,SAB4336
SAB,SAB,SAB5859
SAB,SAB,SAB7415
SAB,SAB,SAB2614
SAB,SAB,SAB3518
SAB,SAB,SAB1206
SAB,SAB,SAB7216
SAB,SAB,SAB6918
SAB,SAB,SAB556
SAB,SAB,SAB5976
SAB,SAB,SAB5870
SAB,SAB,SAB1764
SAB,SAB,SAB5055
SAB,SAB,SAB2051
SAB,SAB,SAB971
SAB,SAB,SAB1370
SAB,SAB,SAB9913
SAB,SAB,SAB257
SAB,SAB,SAB6240
SAB,SAB,SAB9905
SAB,SAB,SAB8746
SAB,SAB,SAB5394
SAB,SAB,SAB5841
SAB,SAB,SAB4545
SAB,SAB,SAB207
SAB,SAB,SAB7870
SAB,SAB,SAB8347
SAB,SAB,SAB5485
SAB,SAB,SAB826
SAB,SAB,SAB979
SAB,SAB,SAB7014
SAB,SAB,SAB3185
SAB,SAB,SAB3087
SAB,SAB,SAB1983
SAB,SAB,SAB4188
SAB,SAB,SAB84
SAB,SAB,SAB9017
SAB,SAB,SAB8592
SAB,SAB,SAB241
SAB,SAB,SAB8282
SAB,SAB,SAB2740
SAB,SAB,SAB375
SAB,SAB,SAB967
SAB,SAB,SAB6950
SAB,SAB,SAB3928
SAB,SAB,SAB7981
SAB,SAB,SAB9675
SAB,SAB,SAB5916
SAB,SAB,SAB8624
SAB,SAB,SAB3086
SAB,SAB,SAB9704
SAB,SAB,SAB3707
SAB,SAB,SAB8784
SAB,SAB,SAB1749
SAB,SAB,SAB1603
SAB,SAB,SAB8725
SAB,SAB,SAB5862
SAB,SAB,SAB1540
SAB,SAB,SAB3590
SAB,SAB,SAB9141
SAB,SAB,SAB8188
SAB,SAB,SAB2711
SAB,SAB,SAB5669
SAB,SAB,SAB2088
SAB,SAB,SAB5427
SAB,SAB,SAB4384
SAB,SAB,SAB7501
SAB,SAB,SAB9227
SAB,SAB,SAB2324
SAB,SAB,SAB56
SAB,SAB,SAB7953
SAB,SAB,SAB4368
SAB,SAB,SAB7244
SAB,SAB,SAB5248
SAB,SAB,SAB9818
SAB,SAB,SAB703
SAB,SAB,SAB8826
SAB,SAB,SAB5249
SAB,SAB,SAB3520
SAB,SAB,SAB6479
SAB,SAB,SAB5477
SAB,SAB,SAB4311
SAB,SAB,SAB6400
SAB,SAB,SAB5864
SAB,SAB,SAB7986
SAB,SAB,SAB3745
SAB,SAB,SAB2282
SAB,SAB,SAB4679
SAB,SAB,SAB4074
SAB,SAB,SAB2210
SAB,SAB,SAB9676
SAB,SAB,SAB607
SAB,SAB,SAB5516
SAB,SAB,SAB9205
SAB,SAB,SAB9646
SAB,SAB,SAB5322
SAB,SAB,SAB6565
SAB,SAB,SAB4044
SAB,SAB,SAB1240
SAB,SAB,SAB8159
SAB,SAB,SAB7261
SAB,SAB,SAB4809
SAB,SAB,SAB1811
SAB,SAB,SAB7706
SAB,SAB,SAB5383
SAB,SAB,SAB8957
SAB,SAB,SAB4310
SAB,SAB,SAB6227
SAB,SAB,SAB3957
SAB,SAB,SAB290
SAB,SAB,SAB3255
SAB,SAB,SAB7662
SAB,SAB,SAB5670
SAB,SAB,SAB1938
SAB,SAB,SAB3923
SAB,SAB,SAB133
SAB,SAB,SAB2620
SAB,SAB,SAB9927
SAB,SAB,SAB821
SAB,SAB,SAB5997
SAB,SAB,SAB4289
SAB,SAB,SAB7124
SAB,SAB,SAB1609
SAB,SAB,SAB9499
SAB,SAB,SAB4339
SAB,SAB,SAB2531
SAB,SAB,SAB5465
SAB,SAB,SAB4395
SAB,SAB,SAB4225
SAB,SAB,SAB3096
SAB,SAB,SAB7712
SAB,SAB,SAB4059
SAB,SAB,SAB7280
SAB,SAB,SAB969
SAB,SAB,SAB7123
SAB,SAB,SAB6056
SAB,SAB,SAB3003
SAB,SAB,SAB1092
SAB,SAB,SAB573
SAB,SAB,SAB4996
SAB,SAB,SAB4518
SAB,SAB,SAB4815
SAB,SAB,SAB8835
SAB,SAB,SAB1464
SAB,SAB,SAB388
SAB,SAB,SAB9558
SAB,SAB,SAB2785
SAB,SAB,SAB3128
SAB,SAB,SAB9801
SAB,SAB,SAB9098
SAB,SAB,SAB1354
SAB,SAB,SAB6178
SAB,SAB,SAB9349
SAB,SAB,SAB9721
SAB,SAB,SAB8147
SAB,SAB,SAB3250
SAB,SAB,SAB9225
SAB,SAB,SAB2572
SAB,SAB,SAB5999
SAB,SAB,SAB630
SAB,SAB,SAB9447
SAB,SAB,SAB846
SAB,SAB,SAB7824
SAB,SAB,SAB4906
SAB,SAB,SAB5223
SAB,SAB,SAB4024
SAB,SAB,SAB6772
SAB,SAB,SAB6858
SAB,SAB,SAB5166
SAB,SAB,SAB1501
SAB,SAB,SAB8236
SAB,SAB,SAB2567
SAB,SAB,SAB5505
SAB,SAB,SAB8844
SAB,SAB,SAB457
SAB,SAB,SAB2037
SAB,SAB,SAB6267
SAB,SAB,SAB8294
SAB,SAB,SAB4005
SAB,SAB,SAB2528
SAB,SAB,SAB6269
SAB,SAB,SAB5331
SAB,SAB,SAB875
SAB,SAB,SAB658
SAB,SAB,SAB5062
SAB,SAB,SAB3134
SAB,SAB,SAB7882
SAB,SAB,SAB1396
SAB,SAB,SAB8493
SAB,SAB,SAB3116
SAB,SAB,SAB4461
SAB,SAB,SAB5815
SAB,SAB,SAB4760
SAB,SAB,SAB36
SAB,SAB,SAB5402
SAB,SAB,SAB1356
SAB,SAB,SAB2839
SAB,SAB,SAB3079
SAB,SAB,SAB3571
SAB,SAB,SAB601
SAB,SAB,SAB4033
SAB,SAB,SAB3395
SAB,SAB,SAB9226
SAB,SAB,SAB8837
SAB,SAB,SAB6861
SAB,SAB,SAB3974
SAB,SAB,SAB6086
SAB,SAB,SAB3168
SAB,SAB,SAB5327
SAB,SAB,SAB6527
SAB,SAB,SAB9775
SAB,SAB,SAB5409
SAB,SAB,SAB5906
SAB,SAB,SAB47
SAB,SAB,SAB30
SAB,SAB,SAB9432
SAB,SAB,SAB1716
SAB,SAB,SAB7670
SAB,SAB,SAB5560
SAB,SAB,SAB9136
SAB,SAB,SAB4286
SAB,SAB,SAB2864
SAB,SAB,SAB9073
SAB,SAB,SAB5253
SAB,SAB,SAB3476
SAB,SAB,SAB3407
SAB,SAB,SAB6208
SAB,SAB,SAB993
SAB,SAB,SAB6474
SAB,SAB,SAB2240
SAB,SAB,SAB652
SAB,SAB,SAB9022
SAB,SAB,SAB3821
SAB,SAB,SAB8051
SAB,SAB,SAB4980
SAB,SAB,SAB1173
SAB,SAB,SAB8130
SAB,SAB,SAB6805
SAB,SAB,SAB7126
SAB,SAB,SAB5566
SAB,SAB,SAB6991
SAB,SAB,SAB4596
SAB,SAB,SAB299
SAB,SAB,SAB3674
SAB,SAB,SAB1773
SAB,SAB,SAB3986
SAB,SAB,SAB5757
SAB,SAB,SAB2946
SAB,SAB,SAB8296
SAB,SAB,SAB8558
SAB,SAB,SAB1664
SAB,SAB,SAB9359
SAB,SAB,SAB8089
SAB,SAB,SAB2758
SAB,SAB,SAB8760
SAB,SAB,SAB9469
SAB,SAB,SAB8607
SAB,SAB,SAB2276
SAB,SAB,SAB4172
SAB,SAB,SAB7831
SAB,SAB,SAB5716
SAB,SAB,SAB4352
SAB,SAB,SAB1446
SAB,SAB,SAB3803
SAB,SAB,SAB6207
SAB,SAB,SAB2205
SAB,SAB,SAB7743
SAB,SAB,SAB4568
SAB,SAB,SAB4415
SAB,SAB,SAB1952
SAB,SAB,SAB3229
SAB,SAB,SAB436
SAB,SAB,SAB2612
SAB,SAB,SAB6028
SAB,SAB,SAB8683
SAB,SAB,SAB4485
SAB,SAB,SAB8991
SAB,SAB,SAB8845
SAB,SAB,SAB9532
SAB,SAB,SAB9575
SAB,SAB,SAB5758
SAB,SAB,SAB4035
SAB,SAB,SAB7178
SAB,SAB,SAB7026
SAB,SAB,SAB7747
SAB,SAB,SAB9233
SAB,SAB,SAB3968
SAB,SAB,SAB931
SAB,SAB,SAB8281
SAB,SAB,SAB1816
SAB,SAB,SAB2877
SAB,SAB,SAB6699
SAB,SAB,SAB4882
SAB,SAB,SAB1921
SAB,SAB,SAB7779
SAB,SAB,SAB8286
SAB,SAB,SAB8744
SAB,SAB,SAB4010
SAB,SAB,SAB8464
SAB,SAB,SAB8123
SAB,SAB,SAB7005
SAB,SAB,SAB3512
SAB,SAB,SAB3715
SAB,SAB,SAB8796
SAB,SAB,SAB7993
SAB,SAB,SAB3135
SAB,SAB,SAB8728
SAB,SAB,SAB9095
SAB,SAB,SAB9969
SAB,SAB,SAB2970
SAB,SAB,SAB1822
SAB,SAB,SAB9582
SAB,SAB,SAB771
SAB,SAB,SAB4424
SAB,SAB,SAB7407
SAB,SAB,SAB6364
SAB,SAB,SAB1306
SAB,SAB,SAB8637
SAB,SAB,SAB5385
SAB,SAB,SAB8266
SAB,SAB,SAB7147
SAB,SAB,SAB9271
SAB,SAB,SAB1295
SAB,SAB,SAB3712
SAB,SAB,SAB7944
SAB,SAB,SAB2015
SAB,SAB,SAB2100
SAB,SAB,SAB6995
SAB,SAB,SAB4638
SAB,SAB,SAB9890
SAB,SAB,SAB8642
SAB,SAB,SAB4612
SAB,SAB,SAB9691
SAB,SAB,SAB2165
SAB,SAB,SAB3729
SAB,SAB,SAB6661
SAB,SAB,SAB4013
SAB,SAB,SAB1626
SAB,SAB,SAB5603
SAB,SAB,SAB7529
SAB,SAB,SAB4646
SAB,SAB,SAB3165
SAB,SAB,SAB4778
SAB,SAB,SAB8935
SAB,SAB,SAB8702
SAB,SAB,SAB8535
SAB,SAB,SAB3663
SAB,SAB,SAB6686
SAB,SAB,SAB476
SAB,SAB,SAB3454
SAB,SAB,SAB4463
SAB,SAB,SAB5786
SAB,SAB,SAB7539
SAB,SAB,SAB9306
SAB,SAB,SAB2253
SAB,SAB,SAB9622
SAB,SAB,SAB2518
SAB,SAB,SAB7279
SAB,SAB,SAB2609
SAB,SAB,SAB7655
SAB,SAB,SAB1662
SAB,SAB,SAB2764
SAB,SAB,SAB8623
SAB,SAB,SAB432
SAB,SAB,SAB7004
SAB,SAB,SAB4138
SAB,SAB,SAB9936
SAB,SAB,SAB1283
SAB,SAB,SAB9562
SAB,SAB,SAB6874
SAB,SAB,SAB1404
SAB,SAB,SAB860
SAB,SAB,SAB1210
SAB,SAB,SAB179
SAB,SAB,SAB6725
SAB,SAB,SAB617
SAB,SAB,SAB6575
SAB,SAB,SAB8883
SAB,SAB,SAB5361
SAB,SAB,SAB1500
SAB,SAB,SAB7959
SAB,SAB,SAB6754
SAB,SAB,SAB7785
SAB,SAB,SAB7232
SAB,SAB,SAB3822
SAB,SAB,SAB469
SAB,SAB,SAB488
SAB,SAB,SAB7697
SAB,SAB,SAB9683
SAB,SAB,SAB1116
SAB,SAB,SAB9324
SAB,SAB,SAB5770
SAB,SAB,SAB3812
SAB,SAB,SAB128
SAB,SAB,SAB8536
SAB,SAB,SAB9090
SAB,SAB,SAB5930
SAB,SAB,SAB4813
SAB,SAB,SAB6914
SAB,SAB,SAB3609
SAB,SAB,SAB2619
SAB,SAB,SAB8168
SAB,SAB,SAB6856
SAB,SAB,SAB5759
SAB,SAB,SAB6737
SAB,SAB,SAB9808
SAB,SAB,SAB8564
SAB,SAB,SAB6841
SAB,SAB,SAB7169
SAB,SAB,SAB1865
SAB,SAB,SAB9931
SAB,SAB,SAB8966
SAB,SAB,SAB8633
SAB,SAB,SAB7503
SAB,SAB,SAB1031
SAB,SAB,SAB2818
SAB,SAB,SAB9296
SAB,SAB,SAB8807
SAB,SAB,SAB9066
SAB,SAB,SAB2299
SAB,SAB,SAB3733
SAB,SAB,SAB8032
SAB,SAB,SAB2129
SAB,SAB,SAB3482
SAB,SAB,SAB3207
SAB,SAB,SAB5117
SAB,SAB,SAB9952
SAB,SAB,SAB4660
SAB,SAB,SAB2070
SAB,SAB,SAB7416
SAB,SAB,SAB9446
SAB,SAB,SAB1956
SAB,SAB,SAB1023
SAB,SAB,SAB1457
SAB,SAB,SAB3251
SAB,SAB,SAB4478
SAB,SAB,SAB7728
SAB,SAB,SAB300
SAB,SAB,SAB5347
SAB,SAB,SAB4142
SAB,SAB,SAB5802
SAB,SAB,SAB4923
SAB,SAB,SAB7768
SAB,SAB,SAB9181
SAB,SAB,SAB4235
SAB,SAB,SAB2023
SAB,SAB,SAB8092
SAB,SAB,SAB4129
SAB,SAB,SAB8287
SAB,SAB,SAB5760
SAB,SAB,SAB6748
SAB,SAB,SAB4479
SAB,SAB,SAB6980
SAB,SAB,SAB5380
SAB,SAB,SAB3112
SAB,SAB,SAB183
SAB,SAB,SAB8016
SAB,SAB,SAB6341
SAB,SAB,SAB7149
SAB,SAB,SAB3261
SAB,SAB,SAB3364
SAB,SAB,SAB524
SAB,SAB,SAB2105
SAB,SAB,SAB2640
SAB,SAB,SAB3441
SAB,SAB,SAB8056
SAB,SAB,SAB4367
SAB,SAB,SAB886
SAB,SAB,SAB7885
SAB,SAB,SAB9041
SAB,SAB,SAB7065
SAB,SAB,SAB1005
SAB,SAB,SAB8503
SAB,SAB,SAB228
SAB,SAB,SAB5737
SAB,SAB,SAB8274
SAB,SAB,SAB1276
SAB,SAB,SAB7056
SAB,SAB,SAB9255
SAB,SAB,SAB1165
SAB,SAB,SAB6154
SAB,SAB,SAB7204
SAB,SAB,SAB748
SAB,SAB,SAB1477
SAB,SAB,SAB1325
SAB,SAB,SAB8946
SAB,SAB,SAB8182
SAB,SAB,SAB4674
SAB,SAB,SAB5543
SAB,SAB,SAB3643
SAB,SAB,SAB6274
SAB,SAB,SAB2951
SAB,SAB,SAB491
SAB,SAB,SAB1289
SAB,SAB,SAB1887
SAB,SAB,SAB108
SAB,SAB,SAB7919
SAB,SAB,SAB2405
SAB,SAB,SAB4358
SAB,SAB,SAB1808
SAB,SAB,SAB4928
SAB,SAB,SAB123
SAB,SAB,SAB2071
SAB,SAB,SAB6600
SAB,SAB,SAB4316
SAB,SAB,SAB2052
SAB,SAB,SAB8013
SAB,SAB,SAB7762
SAB,SAB,SAB5461
SAB,SAB,SAB7457
SAB,SAB,SAB8523
SAB,SAB,SAB4865
SAB,SAB,SAB5806
SAB,SAB,SAB4954
SAB,SAB,SAB2837
SAB,SAB,SAB3270
SAB,SAB,SAB4858
SAB,SAB,SAB5957
