sector,region,lista
SAB,SAB,SAB9672
SAB,SAB,SAB8729
SAB,SAB,SAB2950
SAB,SAB,SAB7998
SAB,SAB,SAB4978
SAB,SAB,SAB1341
SAB,SAB,SAB41
SAB,SAB,SAB5607
SAB,SAB,SAB6724
SAB,SAB,SAB3938
SAB,SAB,SAB1523
SAB,SAB,SAB1383
SAB,SAB,SAB7490
SAB,SAB,SAB800
SAB,SAB,SAB1755
SAB,SAB,SAB3041
SAB,SAB,SAB5140
SAB,SAB,SAB7905
SAB,SAB,SAB5129
SAB,SAB,SAB7514
SAB,SAB,SAB8871
SAB,SAB,SAB5494
SAB,SAB,SAB3353
SAB,SAB,SAB8805
SAB,SAB,SAB1996
SAB,SAB,SAB7658
SAB,SAB,SAB7054
SAB,SAB,SAB6318
SAB,SAB,SAB7299
SAB,SAB,SAB6817
SAB,SAB,SAB5270
SAB,SAB,SAB6561
SAB,SAB,SAB6907
SAB,SAB,SAB247
SAB,SAB,SAB6460
SAB,SAB,SAB3935
SAB,SAB,SAB3859
SAB,SAB,SAB701
SAB,SAB,SAB6934
SAB,SAB,SAB4228
SAB,SAB,SAB7091
SAB,SAB,SAB7260
SAB,SAB,SAB6051
SAB,SAB,SAB1334
SAB,SAB,SAB5135
SAB,SAB,SAB350
SAB,SAB,SAB7036
SAB,SAB,SAB8720
SAB,SAB,SAB1556
SAB,SAB,SAB3271
SAB,SAB,SAB3879
SAB,SAB,SAB1375
SAB,SAB,SAB6177
SAB,SAB,SAB1954
SAB,SAB,SAB3177
SAB,SAB,SAB1172
SAB,SAB,SAB4244
SAB,SAB,SAB4026
SAB,SAB,SAB1268
SAB,SAB,SAB9058
SAB,SAB,SAB1072
SAB,SAB,SAB6776
SAB,SAB,SAB3920
SAB,SAB,SAB5447
SAB,SAB,SAB3789
SAB,SAB,SAB1223
SAB,SAB,SAB3328
SAB,SAB,SAB1054
SAB,SAB,SAB4057
SAB,SAB,SAB5838
SAB,SAB,SAB4427
SAB,SAB,SAB4887
SAB,SAB,SAB9061
SAB,SAB,SAB1945
SAB,SAB,SAB9099
SAB,SAB,SAB9236
SAB,SAB,SAB1460
SAB,SAB,SAB654
SAB,SAB,SAB4126
SAB,SAB,SAB7571
SAB,SAB,SAB732
SAB,SAB,SAB4745
SAB,SAB,SAB858
SAB,SAB,SAB2399
SAB,SAB,SAB9190
SAB,SAB,SAB646
SAB,SAB,SAB559
SAB,SAB,SAB3932
SAB,SAB,SAB956
SAB,SAB,SAB9280
SAB,SAB,SAB1972
SAB,SAB,SAB3330
SAB,SAB,SAB2731
SAB,SAB,SAB510
SAB,SAB,SAB1057
SAB,SAB,SAB9842
SAB,SAB,SAB6411
SAB,SAB,SAB9827
SAB,SAB,SAB8034
SAB,SAB,SAB9131
SAB,SAB,SAB3130
SAB,SAB,SAB6392
SAB,SAB,SAB1114
SAB,SAB,SAB2515
SAB,SAB,SAB1998
SAB,SAB,SAB6669
SAB,SAB,SAB7666
SAB,SAB,SAB6635
SAB,SAB,SAB3910
SAB,SAB,SAB6617
SAB,SAB,SAB7822
SAB,SAB,SAB694
SAB,SAB,SAB9804
SAB,SAB,SAB5445
SAB,SAB,SAB8763
SAB,SAB,SAB3191
SAB,SAB,SAB6493
SAB,SAB,SAB2903
SAB,SAB,SAB1520
SAB,SAB,SAB5170
SAB,SAB,SAB4349
SAB,SAB,SAB13
SAB,SAB,SAB8613
SAB,SAB,SAB6284
SAB,SAB,SAB2006
SAB,SAB,SAB6133
SAB,SAB,SAB8859
SAB,SAB,SAB7395
SAB,SAB,SAB8499
SAB,SAB,SAB2319
SAB,SAB,SAB9302
SAB,SAB,SAB4556
SAB,SAB,SAB1043
SAB,SAB,SAB6939
SAB,SAB,SAB2378
SAB,SAB,SAB6029
SAB,SAB,SAB2834
SAB,SAB,SAB6569
SAB,SAB,SAB5372
SAB,SAB,SAB586
SAB,SAB,SAB6990
SAB,SAB,SAB604
SAB,SAB,SAB7455
SAB,SAB,SAB3440
SAB,SAB,SAB2091
SAB,SAB,SAB9215
SAB,SAB,SAB4168
SAB,SAB,SAB2869
SAB,SAB,SAB1875
SAB,SAB,SAB7923
SAB,SAB,SAB248
SAB,SAB,SAB137
SAB,SAB,SAB1950
SAB,SAB,SAB2112
SAB,SAB,SAB3792
SAB,SAB,SAB9484
SAB,SAB,SAB2993
SAB,SAB,SAB9083
SAB,SAB,SAB1604
SAB,SAB,SAB4570
SAB,SAB,SAB5800
SAB,SAB,SAB8210
SAB,SAB,SAB127
SAB,SAB,SAB7967
SAB,SAB,SAB9155
SAB,SAB,SAB7957
SAB,SAB,SAB5595
SAB,SAB,SAB7754
SAB,SAB,SAB389
SAB,SAB,SAB2366
SAB,SAB,SAB9421
SAB,SAB,SAB7737
SAB,SAB,SAB5036
SAB,SAB,SAB4522
SAB,SAB,SAB1322
SAB,SAB,SAB4452
SAB,SAB,SAB3037
SAB,SAB,SAB3989
SAB,SAB,SAB3701
SAB,SAB,SAB2380
SAB,SAB,SAB189
SAB,SAB,SAB6533
SAB,SAB,SAB7933
SAB,SAB,SAB6694
SAB,SAB,SAB1183
SAB,SAB,SAB3747
SAB,SAB,SAB4732
SAB,SAB,SAB3709
SAB,SAB,SAB2266
SAB,SAB,SAB988
SAB,SAB,SAB1844
SAB,SAB,SAB3155
SAB,SAB,SAB8441
SAB,SAB,SAB9550
SAB,SAB,SAB4759
SAB,SAB,SAB9473
SAB,SAB,SAB6594
SAB,SAB,SAB538
SAB,SAB,SAB8625
SAB,SAB,SAB8085
SAB,SAB,SAB6401
SAB,SAB,SAB5225
SAB,SAB,SAB2927
SAB,SAB,SAB3654
SAB,SAB,SAB3975
SAB,SAB,SAB9557
SAB,SAB,SAB2496
SAB,SAB,SAB4070
SAB,SAB,SAB7121
SAB,SAB,SAB9777
SAB,SAB,SAB2527
SAB,SAB,SAB4730
SAB,SAB,SAB2545
SAB,SAB,SAB1745
SAB,SAB,SAB7281
SAB,SAB,SAB5111
SAB,SAB,SAB5238
SAB,SAB,SAB4448
SAB,SAB,SAB974
SAB,SAB,SAB6107
SAB,SAB,SAB2485
SAB,SAB,SAB381
SAB,SAB,SAB7625
SAB,SAB,SAB5582
SAB,SAB,SAB2409
SAB,SAB,SAB517
SAB,SAB,SAB8350
SAB,SAB,SAB8062
SAB,SAB,SAB5920
SAB,SAB,SAB6821
SAB,SAB,SAB9929
SAB,SAB,SAB7646
SAB,SAB,SAB6201
SAB,SAB,SAB2343
SAB,SAB,SAB4370
SAB,SAB,SAB5910
SAB,SAB,SAB2887
SAB,SAB,SAB2634
SAB,SAB,SAB1087
SAB,SAB,SAB1532
SAB,SAB,SAB7369
SAB,SAB,SAB5125
SAB,SAB,SAB7460
SAB,SAB,SAB592
SAB,SAB,SAB5705
SAB,SAB,SAB605
SAB,SAB,SAB5519
SAB,SAB,SAB5833
SAB,SAB,SAB6536
SAB,SAB,SAB250
SAB,SAB,SAB4934
SAB,SAB,SAB2218
SAB,SAB,SAB8798
SAB,SAB,SAB5435
SAB,SAB,SAB5686
SAB,SAB,SAB8003
SAB,SAB,SAB6108
SAB,SAB,SAB9956
SAB,SAB,SAB2709
SAB,SAB,SAB7814
SAB,SAB,SAB9544
SAB,SAB,SAB6535
SAB,SAB,SAB4528
SAB,SAB,SAB1785
SAB,SAB,SAB3451
SAB,SAB,SAB9621
SAB,SAB,SAB4403
SAB,SAB,SAB4214
SAB,SAB,SAB1418
SAB,SAB,SAB3145
SAB,SAB,SAB5728
SAB,SAB,SAB6714
SAB,SAB,SAB3217
SAB,SAB,SAB9431
SAB,SAB,SAB3824
SAB,SAB,SAB9091
SAB,SAB,SAB8753
SAB,SAB,SAB9849
SAB,SAB,SAB3367
SAB,SAB,SAB6120
SAB,SAB,SAB252
SAB,SAB,SAB50
SAB,SAB,SAB3486
SAB,SAB,SAB6864
SAB,SAB,SAB8531
SAB,SAB,SAB396
SAB,SAB,SAB184
SAB,SAB,SAB7214
SAB,SAB,SAB6287
SAB,SAB,SAB8668
SAB,SAB,SAB3043
SAB,SAB,SAB4101
SAB,SAB,SAB4111
SAB,SAB,SAB7160
SAB,SAB,SAB1058
SAB,SAB,SAB968
SAB,SAB,SAB6572
SAB,SAB,SAB2598
SAB,SAB,SAB9429
SAB,SAB,SAB7914
SAB,SAB,SAB5742
SAB,SAB,SAB9826
SAB,SAB,SAB343
SAB,SAB,SAB2488
SAB,SAB,SAB5338
SAB,SAB,SAB2053
SAB,SAB,SAB8596
SAB,SAB,SAB1154
SAB,SAB,SAB9517
SAB,SAB,SAB2825
SAB,SAB,SAB5564
SAB,SAB,SAB3675
SAB,SAB,SAB8261
SAB,SAB,SAB5913
SAB,SAB,SAB1526
SAB,SAB,SAB2318
SAB,SAB,SAB4371
SAB,SAB,SAB1976
SAB,SAB,SAB533
SAB,SAB,SAB8135
SAB,SAB,SAB9147
SAB,SAB,SAB3273
SAB,SAB,SAB8693
SAB,SAB,SAB7608
SAB,SAB,SAB68
SAB,SAB,SAB9833
SAB,SAB,SAB63
SAB,SAB,SAB4595
SAB,SAB,SAB5050
SAB,SAB,SAB7552
SAB,SAB,SAB3966
SAB,SAB,SAB8416
SAB,SAB,SAB9746
SAB,SAB,SAB5272
SAB,SAB,SAB404
SAB,SAB,SAB6865
SAB,SAB,SAB5748
SAB,SAB,SAB333
SAB,SAB,SAB679
SAB,SAB,SAB6665
SAB,SAB,SAB2504
SAB,SAB,SAB8035
SAB,SAB,SAB2966
SAB,SAB,SAB8161
SAB,SAB,SAB3497
SAB,SAB,SAB4039
SAB,SAB,SAB8104
SAB,SAB,SAB6137
SAB,SAB,SAB2611
SAB,SAB,SAB2954
SAB,SAB,SAB8822
SAB,SAB,SAB1378
SAB,SAB,SAB1408
SAB,SAB,SAB847
SAB,SAB,SAB9123
SAB,SAB,SAB115
SAB,SAB,SAB4692
SAB,SAB,SAB3557
SAB,SAB,SAB681
SAB,SAB,SAB5983
SAB,SAB,SAB8827
SAB,SAB,SAB2109
SAB,SAB,SAB1955
SAB,SAB,SAB8225
SAB,SAB,SAB5475
SAB,SAB,SAB3667
SAB,SAB,SAB9023
SAB,SAB,SAB4659
SAB,SAB,SAB1693
SAB,SAB,SAB7025
SAB,SAB,SAB2396
SAB,SAB,SAB2639
SAB,SAB,SAB2943
SAB,SAB,SAB4810
SAB,SAB,SAB6225
SAB,SAB,SAB21
SAB,SAB,SAB7199
SAB,SAB,SAB5924
SAB,SAB,SAB1951
SAB,SAB,SAB4609
SAB,SAB,SAB897
SAB,SAB,SAB2164
SAB,SAB,SAB9642
SAB,SAB,SAB2258
SAB,SAB,SAB3436
SAB,SAB,SAB6947
SAB,SAB,SAB2908
SAB,SAB,SAB1897
SAB,SAB,SAB7483
SAB,SAB,SAB2535
SAB,SAB,SAB4658
SAB,SAB,SAB6164
SAB,SAB,SAB5336
SAB,SAB,SAB6710
SAB,SAB,SAB1590
SAB,SAB,SAB4926
SAB,SAB,SAB820
SAB,SAB,SAB3058
SAB,SAB,SAB4879
SAB,SAB,SAB1136
SAB,SAB,SAB9656
SAB,SAB,SAB4736
SAB,SAB,SAB7194
SAB,SAB,SAB8254
SAB,SAB,SAB8544
SAB,SAB,SAB4548
SAB,SAB,SAB3374
SAB,SAB,SAB7543
SAB,SAB,SAB8918
SAB,SAB,SAB1472
SAB,SAB,SAB6500
SAB,SAB,SAB2586
SAB,SAB,SAB2451
SAB,SAB,SAB1809
SAB,SAB,SAB1344
SAB,SAB,SAB5242
SAB,SAB,SAB4675
SAB,SAB,SAB1528
SAB,SAB,SAB3652
SAB,SAB,SAB2917
SAB,SAB,SAB8181
SAB,SAB,SAB3057
SAB,SAB,SAB5755
SAB,SAB,SAB5778
SAB,SAB,SAB421
SAB,SAB,SAB8575
SAB,SAB,SAB448
SAB,SAB,SAB1916
SAB,SAB,SAB6789
SAB,SAB,SAB4924
SAB,SAB,SAB3378
SAB,SAB,SAB7872
SAB,SAB,SAB6112
SAB,SAB,SAB6111
SAB,SAB,SAB613
SAB,SAB,SAB3827
SAB,SAB,SAB6087
SAB,SAB,SAB7823
SAB,SAB,SAB5498
SAB,SAB,SAB6938
SAB,SAB,SAB903
SAB,SAB,SAB7606
SAB,SAB,SAB9884
SAB,SAB,SAB8709
SAB,SAB,SAB8103
SAB,SAB,SAB6972
SAB,SAB,SAB6944
SAB,SAB,SAB4737
SAB,SAB,SAB3599
SAB,SAB,SAB8799
SAB,SAB,SAB3985
SAB,SAB,SAB8700
SAB,SAB,SAB7672
SAB,SAB,SAB7470
SAB,SAB,SAB5162
SAB,SAB,SAB7037
SAB,SAB,SAB4496
SAB,SAB,SAB2730
SAB,SAB,SAB8898
SAB,SAB,SAB3833
SAB,SAB,SAB7064
SAB,SAB,SAB7645
SAB,SAB,SAB9018
SAB,SAB,SAB9388
SAB,SAB,SAB1218
SAB,SAB,SAB4911
SAB,SAB,SAB4584
SAB,SAB,SAB1066
SAB,SAB,SAB2132
SAB,SAB,SAB1814
SAB,SAB,SAB4022
SAB,SAB,SAB4748
SAB,SAB,SAB8930
SAB,SAB,SAB6840
SAB,SAB,SAB850
SAB,SAB,SAB3022
SAB,SAB,SAB4408
SAB,SAB,SAB2325
SAB,SAB,SAB5793
SAB,SAB,SAB9811
SAB,SAB,SAB1125
SAB,SAB,SAB7491
SAB,SAB,SAB4062
SAB,SAB,SAB8320
SAB,SAB,SAB822
SAB,SAB,SAB3665
SAB,SAB,SAB3897
SAB,SAB,SAB401
SAB,SAB,SAB5088
SAB,SAB,SAB5490
SAB,SAB,SAB4987
SAB,SAB,SAB9722
SAB,SAB,SAB8348
SAB,SAB,SAB6628
SAB,SAB,SAB4555
SAB,SAB,SAB8378
SAB,SAB,SAB2933
SAB,SAB,SAB2900
SAB,SAB,SAB8363
SAB,SAB,SAB185
SAB,SAB,SAB8321
SAB,SAB,SAB2111
SAB,SAB,SAB5948
SAB,SAB,SAB6873
SAB,SAB,SAB6921
SAB,SAB,SAB3750
SAB,SAB,SAB1391
SAB,SAB,SAB7562
SAB,SAB,SAB1105
SAB,SAB,SAB9696
SAB,SAB,SAB4739
SAB,SAB,SAB3478
SAB,SAB,SAB851
SAB,SAB,SAB483
SAB,SAB,SAB3614
SAB,SAB,SAB5305
SAB,SAB,SAB730
SAB,SAB,SAB3978
SAB,SAB,SAB413
SAB,SAB,SAB2560
SAB,SAB,SAB2763
SAB,SAB,SAB3349
SAB,SAB,SAB5756
SAB,SAB,SAB2423
SAB,SAB,SAB5690
SAB,SAB,SAB9521
SAB,SAB,SAB930
SAB,SAB,SAB3296
SAB,SAB,SAB8614
SAB,SAB,SAB4105
SAB,SAB,SAB187
SAB,SAB,SAB5310
SAB,SAB,SAB2427
SAB,SAB,SAB4189
SAB,SAB,SAB9897
SAB,SAB,SAB5804
SAB,SAB,SAB2914
SAB,SAB,SAB3280
SAB,SAB,SAB5729
SAB,SAB,SAB5119
SAB,SAB,SAB4798
SAB,SAB,SAB6180
SAB,SAB,SAB6041
SAB,SAB,SAB3673
SAB,SAB,SAB9425
SAB,SAB,SAB4441
SAB,SAB,SAB1669
SAB,SAB,SAB5008
SAB,SAB,SAB8567
SAB,SAB,SAB5239
SAB,SAB,SAB693
SAB,SAB,SAB9009
SAB,SAB,SAB4979
SAB,SAB,SAB7533
SAB,SAB,SAB6217
SAB,SAB,SAB8847
SAB,SAB,SAB7970
SAB,SAB,SAB7703
SAB,SAB,SAB9152
SAB,SAB,SAB2385
SAB,SAB,SAB380
SAB,SAB,SAB1623
SAB,SAB,SAB7374
SAB,SAB,SAB545
SAB,SAB,SAB1807
SAB,SAB,SAB2412
SAB,SAB,SAB3742
SAB,SAB,SAB5852
SAB,SAB,SAB7821
SAB,SAB,SAB1840
SAB,SAB,SAB5384
SAB,SAB,SAB2807
SAB,SAB,SAB9871
SAB,SAB,SAB7751
SAB,SAB,SAB1078
SAB,SAB,SAB4283
SAB,SAB,SAB7733
SAB,SAB,SAB8687
SAB,SAB,SAB5514
SAB,SAB,SAB5210
SAB,SAB,SAB2441
SAB,SAB,SAB7368
SAB,SAB,SAB3696
SAB,SAB,SAB4981
SAB,SAB,SAB8944
SAB,SAB,SAB3541
SAB,SAB,SAB9087
SAB,SAB,SAB6316
SAB,SAB,SAB3510
SAB,SAB,SAB1545
SAB,SAB,SAB3993
SAB,SAB,SAB6574
SAB,SAB,SAB5873
SAB,SAB,SAB8024
SAB,SAB,SAB4343
SAB,SAB,SAB3909
SAB,SAB,SAB9806
SAB,SAB,SAB2835
SAB,SAB,SAB8156
SAB,SAB,SAB5339
SAB,SAB,SAB1425
SAB,SAB,SAB2995
SAB,SAB,SAB7656
SAB,SAB,SAB2354
SAB,SAB,SAB4312
SAB,SAB,SAB6448
SAB,SAB,SAB9954
SAB,SAB,SAB7103
SAB,SAB,SAB3919
SAB,SAB,SAB7435
SAB,SAB,SAB81
SAB,SAB,SAB691
SAB,SAB,SAB2102
SAB,SAB,SAB6820
SAB,SAB,SAB1940
SAB,SAB,SAB9506
SAB,SAB,SAB411
SAB,SAB,SAB9179
SAB,SAB,SAB4971
SAB,SAB,SAB6828
SAB,SAB,SAB2484
SAB,SAB,SAB2413
SAB,SAB,SAB8020
SAB,SAB,SAB7755
SAB,SAB,SAB9248
SAB,SAB,SAB6606
SAB,SAB,SAB9680
SAB,SAB,SAB7316
SAB,SAB,SAB1678
SAB,SAB,SAB9512
SAB,SAB,SAB1360
SAB,SAB,SAB9489
SAB,SAB,SAB2826
SAB,SAB,SAB7815
SAB,SAB,SAB9441
SAB,SAB,SAB6215
SAB,SAB,SAB1440
SAB,SAB,SAB7929
SAB,SAB,SAB7241
SAB,SAB,SAB8244
SAB,SAB,SAB1056
SAB,SAB,SAB5462
SAB,SAB,SAB2173
SAB,SAB,SAB5047
SAB,SAB,SAB1616
SAB,SAB,SAB3869
SAB,SAB,SAB8322
SAB,SAB,SAB3620
SAB,SAB,SAB2171
SAB,SAB,SAB8818
SAB,SAB,SAB3319
SAB,SAB,SAB9052
SAB,SAB,SAB3375
SAB,SAB,SAB7793
SAB,SAB,SAB9682
SAB,SAB,SAB2622
SAB,SAB,SAB3835
SAB,SAB,SAB1297
SAB,SAB,SAB6149
SAB,SAB,SAB4429
SAB,SAB,SAB6206
SAB,SAB,SAB5952
SAB,SAB,SAB117
SAB,SAB,SAB5656
SAB,SAB,SAB3193
SAB,SAB,SAB8467
SAB,SAB,SAB7797
SAB,SAB,SAB2137
SAB,SAB,SAB3550
SAB,SAB,SAB222
SAB,SAB,SAB4397
SAB,SAB,SAB6824
SAB,SAB,SAB6549
SAB,SAB,SAB9103
SAB,SAB,SAB4872
SAB,SAB,SAB4693
SAB,SAB,SAB6762
SAB,SAB,SAB192
SAB,SAB,SAB8086
SAB,SAB,SAB4500
SAB,SAB,SAB1493
SAB,SAB,SAB661
SAB,SAB,SAB2104
SAB,SAB,SAB7516
SAB,SAB,SAB7632
SAB,SAB,SAB2855
SAB,SAB,SAB7772
SAB,SAB,SAB8264
SAB,SAB,SAB7721
SAB,SAB,SAB351
SAB,SAB,SAB7342
SAB,SAB,SAB8131
SAB,SAB,SAB8313
SAB,SAB,SAB6440
SAB,SAB,SAB9799
SAB,SAB,SAB4294
SAB,SAB,SAB711
SAB,SAB,SAB4969
SAB,SAB,SAB4557
SAB,SAB,SAB8418
SAB,SAB,SAB7200
SAB,SAB,SAB8979
SAB,SAB,SAB7314
SAB,SAB,SAB2930
SAB,SAB,SAB765
SAB,SAB,SAB915
SAB,SAB,SAB3583
SAB,SAB,SAB5567
SAB,SAB,SAB5968
SAB,SAB,SAB9026
SAB,SAB,SAB5035
SAB,SAB,SAB7400
SAB,SAB,SAB7891
SAB,SAB,SAB2613
SAB,SAB,SAB861
SAB,SAB,SAB8518
SAB,SAB,SAB3565
SAB,SAB,SAB9908
SAB,SAB,SAB4322
SAB,SAB,SAB5915
SAB,SAB,SAB6279
SAB,SAB,SAB6866
SAB,SAB,SAB1138
SAB,SAB,SAB1051
SAB,SAB,SAB531
SAB,SAB,SAB1729
SAB,SAB,SAB6007
SAB,SAB,SAB2459
SAB,SAB,SAB712
SAB,SAB,SAB5244
SAB,SAB,SAB5226
SAB,SAB,SAB1756
SAB,SAB,SAB515
SAB,SAB,SAB7487
SAB,SAB,SAB8338
SAB,SAB,SAB555
SAB,SAB,SAB6690
SAB,SAB,SAB7593
SAB,SAB,SAB490
SAB,SAB,SAB1848
SAB,SAB,SAB5286
SAB,SAB,SAB8440
SAB,SAB,SAB4952
SAB,SAB,SAB3299
SAB,SAB,SAB3309
SAB,SAB,SAB8151
SAB,SAB,SAB5831
SAB,SAB,SAB9580
SAB,SAB,SAB1711
SAB,SAB,SAB5143
SAB,SAB,SAB4093
SAB,SAB,SAB197
SAB,SAB,SAB1992
SAB,SAB,SAB4574
SAB,SAB,SAB6832
SAB,SAB,SAB8317
SAB,SAB,SAB7266
SAB,SAB,SAB9412
SAB,SAB,SAB8934
SAB,SAB,SAB8748
SAB,SAB,SAB8954
SAB,SAB,SAB5074
SAB,SAB,SAB4306
SAB,SAB,SAB2657
SAB,SAB,SAB274
SAB,SAB,SAB811
SAB,SAB,SAB5992
SAB,SAB,SAB8648
SAB,SAB,SAB6443
SAB,SAB,SAB4049
SAB,SAB,SAB2750
SAB,SAB,SAB8304
SAB,SAB,SAB3954
SAB,SAB,SAB2260
SAB,SAB,SAB387
SAB,SAB,SAB5889
SAB,SAB,SAB2018
SAB,SAB,SAB8882
SAB,SAB,SAB9611
SAB,SAB,SAB9840
SAB,SAB,SAB577
SAB,SAB,SAB3213
SAB,SAB,SAB2268
SAB,SAB,SAB8097
SAB,SAB,SAB3612
SAB,SAB,SAB15
SAB,SAB,SAB6624
SAB,SAB,SAB519
SAB,SAB,SAB4581
SAB,SAB,SAB2381
SAB,SAB,SAB7538
SAB,SAB,SAB7890
SAB,SAB,SAB6237
SAB,SAB,SAB8137
SAB,SAB,SAB5977
SAB,SAB,SAB55
SAB,SAB,SAB1263
SAB,SAB,SAB9733
SAB,SAB,SAB5524
SAB,SAB,SAB5257
SAB,SAB,SAB3698
SAB,SAB,SAB296
SAB,SAB,SAB9070
SAB,SAB,SAB6357
SAB,SAB,SAB3099
SAB,SAB,SAB4929
SAB,SAB,SAB4975
SAB,SAB,SAB7816
SAB,SAB,SAB7349
SAB,SAB,SAB271
SAB,SAB,SAB9516
SAB,SAB,SAB7847
SAB,SAB,SAB394
SAB,SAB,SAB5847
SAB,SAB,SAB5536
SAB,SAB,SAB4103
SAB,SAB,SAB1104
SAB,SAB,SAB1730
SAB,SAB,SAB2344
SAB,SAB,SAB5635
SAB,SAB,SAB154
SAB,SAB,SAB2747
SAB,SAB,SAB6214
SAB,SAB,SAB2080
SAB,SAB,SAB8985
SAB,SAB,SAB2243
SAB,SAB,SAB6195
SAB,SAB,SAB5428
SAB,SAB,SAB2539
SAB,SAB,SAB4208
SAB,SAB,SAB216
SAB,SAB,SAB4116
SAB,SAB,SAB2774
SAB,SAB,SAB5395
SAB,SAB,SAB6066
SAB,SAB,SAB6750
SAB,SAB,SAB8916
SAB,SAB,SAB3324
SAB,SAB,SAB7424
SAB,SAB,SAB6409
SAB,SAB,SAB4900
SAB,SAB,SAB2215
SAB,SAB,SAB4534
SAB,SAB,SAB4227
SAB,SAB,SAB3243
SAB,SAB,SAB3458
SAB,SAB,SAB4363
SAB,SAB,SAB3573
SAB,SAB,SAB1925
SAB,SAB,SAB2156
SAB,SAB,SAB7572
SAB,SAB,SAB1849
SAB,SAB,SAB1961
SAB,SAB,SAB6033
SAB,SAB,SAB7209
SAB,SAB,SAB357
SAB,SAB,SAB7099
SAB,SAB,SAB8305
SAB,SAB,SAB5799
SAB,SAB,SAB833
SAB,SAB,SAB28
SAB,SAB,SAB6234
SAB,SAB,SAB4854
SAB,SAB,SAB5332
SAB,SAB,SAB1102
SAB,SAB,SAB2780
SAB,SAB,SAB4145
SAB,SAB,SAB7466
SAB,SAB,SAB825
SAB,SAB,SAB4186
SAB,SAB,SAB8247
SAB,SAB,SAB4717
SAB,SAB,SAB6953
SAB,SAB,SAB6307
SAB,SAB,SAB7502
SAB,SAB,SAB426
SAB,SAB,SAB1228
SAB,SAB,SAB7849
SAB,SAB,SAB6684
SAB,SAB,SAB3131
SAB,SAB,SAB5897
SAB,SAB,SAB3403
SAB,SAB,SAB8743
SAB,SAB,SAB1426
SAB,SAB,SAB9504
SAB,SAB,SAB4376
SAB,SAB,SAB5416
SAB,SAB,SAB6626
SAB,SAB,SAB6668
SAB,SAB,SAB1894
SAB,SAB,SAB367
SAB,SAB,SAB6784
SAB,SAB,SAB8864
SAB,SAB,SAB212
SAB,SAB,SAB9254
SAB,SAB,SAB6870
SAB,SAB,SAB7659
SAB,SAB,SAB5580
SAB,SAB,SAB6172
SAB,SAB,SAB709
SAB,SAB,SAB8925
SAB,SAB,SAB4703
SAB,SAB,SAB8900
SAB,SAB,SAB2056
SAB,SAB,SAB1176
SAB,SAB,SAB1650
SAB,SAB,SAB5552
SAB,SAB,SAB4531
SAB,SAB,SAB1222
SAB,SAB,SAB3540
SAB,SAB,SAB1859
SAB,SAB,SAB1658
SAB,SAB,SAB9174
SAB,SAB,SAB1121
SAB,SAB,SAB6488
SAB,SAB,SAB3414
SAB,SAB,SAB46
SAB,SAB,SAB6863
SAB,SAB,SAB7880
SAB,SAB,SAB1499
SAB,SAB,SAB2778
SAB,SAB,SAB6576
SAB,SAB,SAB4656
SAB,SAB,SAB5421
SAB,SAB,SAB1284
SAB,SAB,SAB3343
SAB,SAB,SAB5467
SAB,SAB,SAB3010
SAB,SAB,SAB3880
SAB,SAB,SAB9046
SAB,SAB,SAB3944
SAB,SAB,SAB9932
SAB,SAB,SAB4802
SAB,SAB,SAB9394
SAB,SAB,SAB5433
SAB,SAB,SAB1936
SAB,SAB,SAB8030
SAB,SAB,SAB9624
SAB,SAB,SAB7326
SAB,SAB,SAB8337
SAB,SAB,SAB7323
SAB,SAB,SAB3782
SAB,SAB,SAB9214
SAB,SAB,SAB801
SAB,SAB,SAB9444
SAB,SAB,SAB6368
SAB,SAB,SAB4335
SAB,SAB,SAB1448
SAB,SAB,SAB1050
SAB,SAB,SAB9246
SAB,SAB,SAB6730
SAB,SAB,SAB7827
SAB,SAB,SAB5996
SAB,SAB,SAB5720
SAB,SAB,SAB1450
SAB,SAB,SAB1236
SAB,SAB,SAB7711
SAB,SAB,SAB819
SAB,SAB,SAB2935
SAB,SAB,SAB6608
SAB,SAB,SAB6001
SAB,SAB,SAB615
SAB,SAB,SAB6283
SAB,SAB,SAB6361
SAB,SAB,SAB7337
SAB,SAB,SAB2779
SAB,SAB,SAB2294
SAB,SAB,SAB5784
SAB,SAB,SAB5348
SAB,SAB,SAB5235
SAB,SAB,SAB2743
SAB,SAB,SAB8478
SAB,SAB,SAB4351
SAB,SAB,SAB3561
SAB,SAB,SAB6547
SAB,SAB,SAB8828
SAB,SAB,SAB2466
SAB,SAB,SAB964
SAB,SAB,SAB7247
SAB,SAB,SAB7918
SAB,SAB,SAB3930
SAB,SAB,SAB5621
SAB,SAB,SAB9020
SAB,SAB,SAB1112
SAB,SAB,SAB6540
SAB,SAB,SAB1266
SAB,SAB,SAB6975
SAB,SAB,SAB9695
SAB,SAB,SAB7855
SAB,SAB,SAB3160
SAB,SAB,SAB8860
SAB,SAB,SAB8749
SAB,SAB,SAB5313
SAB,SAB,SAB5487
SAB,SAB,SAB7107
SAB,SAB,SAB3768
SAB,SAB,SAB4540
SAB,SAB,SAB3635
SAB,SAB,SAB3386
SAB,SAB,SAB663
SAB,SAB,SAB2507
SAB,SAB,SAB8547
SAB,SAB,SAB9240
SAB,SAB,SAB5126
SAB,SAB,SAB6323
SAB,SAB,SAB8566
SAB,SAB,SAB4641
